"ZIP
code",Size of adjusted gross income,Number of returns
11763,"$100,000 under $200,000",2191
11763,"$200,000 or more",288
,,
11764,,"6,082"
11764,"$1 under $25,000",1663
11764,"$25,000 under $50,000",887
11764,"$50,000 under $75,000",639
11764,"$75,000 under $100,000",680
11764,"$100,000 under $200,000",1654
11764,"$200,000 or more",559
,,
11765,,348
11765,"$1 under $25,000",83
11765,"$25,000 under $50,000",46
11765,"$50,000 under $75,000",33
11765,"$75,000 under $100,000",35
11765,"$100,000 under $200,000",47
11765,"$200,000 or more",104
,,
11766,,"5,935"
11766,"$1 under $25,000",1689
11766,"$25,000 under $50,000",835
11766,"$50,000 under $75,000",684
11766,"$75,000 under $100,000",624
11766,"$100,000 under $200,000",1519
11766,"$200,000 or more",584
,,
11767,,"7,196"
11767,"$1 under $25,000",1931
11767,"$25,000 under $50,000",1355
11767,"$50,000 under $75,000",887
11767,"$75,000 under $100,000",769
11767,"$100,000 under $200,000",1733
11767,"$200,000 or more",521
,,
11768,,"10,607"
11768,"$1 under $25,000",2761
11768,"$25,000 under $50,000",1379
11768,"$50,000 under $75,000",1197
11768,"$75,000 under $100,000",1091
11768,"$100,000 under $200,000",2514
11768,"$200,000 or more",1665
,,
11769,,"4,924"
11769,"$1 under $25,000",1475
11769,"$25,000 under $50,000",797
11769,"$50,000 under $75,000",692
11769,"$75,000 under $100,000",569
11769,"$100,000 under $200,000",1086
11769,"$200,000 or more",305
,,
11771,,"4,993"
11771,"$1 under $25,000",1483
11771,"$25,000 under $50,000",753
11771,"$50,000 under $75,000",609
11771,"$75,000 under $100,000",433
11771,"$100,000 under $200,000",845
11771,"$200,000 or more",870
,,
11772,,"21,728"
11772,"$1 under $25,000",7936
11772,"$25,000 under $50,000",5067
11772,"$50,000 under $75,000",3143
11772,"$75,000 under $100,000",2219
11772,"$100,000 under $200,000",2980
11772,"$200,000 or more",383
,,
11776,,"11,679"
11776,"$1 under $25,000",3965
11776,"$25,000 under $50,000",2305
11776,"$50,000 under $75,000",1606
11776,"$75,000 under $100,000",1319
11776,"$100,000 under $200,000",2163
11776,"$200,000 or more",321
,,
11777,,"4,619"
11777,"$1 under $25,000",1312
11777,"$25,000 under $50,000",661
11777,"$50,000 under $75,000",574
11777,"$75,000 under $100,000",507
11777,"$100,000 under $200,000",1028
11777,"$200,000 or more",537
,,
11778,,"6,011"
11778,"$1 under $25,000",1877
11778,"$25,000 under $50,000",1146
11778,"$50,000 under $75,000",918
11778,"$75,000 under $100,000",752
11778,"$100,000 under $200,000",1158
11778,"$200,000 or more",160
,,
11779,,"18,992"
11779,"$1 under $25,000",5935
11779,"$25,000 under $50,000",4076
11779,"$50,000 under $75,000",2940
11779,"$75,000 under $100,000",2252
11779,"$100,000 under $200,000",3407
11779,"$200,000 or more",382
,,
11780,,"7,410"
11780,"$1 under $25,000",2175
11780,"$25,000 under $50,000",1122
11780,"$50,000 under $75,000",805
11780,"$75,000 under $100,000",726
11780,"$100,000 under $200,000",1580
11780,"$200,000 or more",1002
,,
11782,,"7,854"
11782,"$1 under $25,000",2303
11782,"$25,000 under $50,000",1224
11782,"$50,000 under $75,000",988
11782,"$75,000 under $100,000",918
11782,"$100,000 under $200,000",1833
11782,"$200,000 or more",588
,,
11783,,"10,833"
11783,"$1 under $25,000",3014
11783,"$25,000 under $50,000",1700
11783,"$50,000 under $75,000",1453
11783,"$75,000 under $100,000",1302
11783,"$100,000 under $200,000",2699
11783,"$200,000 or more",665
,,
11784,,"11,853"
11784,"$1 under $25,000",4040
11784,"$25,000 under $50,000",2599
11784,"$50,000 under $75,000",1847
11784,"$75,000 under $100,000",1304
11784,"$100,000 under $200,000",1883
11784,"$200,000 or more",180
,,
11786,,"3,097"
11786,"$1 under $25,000",915
11786,"$25,000 under $50,000",421
11786,"$50,000 under $75,000",320
11786,"$75,000 under $100,000",300
11786,"$100,000 under $200,000",830
11786,"$200,000 or more",311
,,
11787,,"16,822"
11787,"$1 under $25,000",4562
11787,"$25,000 under $50,000",2614
11787,"$50,000 under $75,000",2081
11787,"$75,000 under $100,000",1831
11787,"$100,000 under $200,000",4168
11787,"$200,000 or more",1566
,,
11788,,"8,216"
11788,"$1 under $25,000",2261
11788,"$25,000 under $50,000",1355
11788,"$50,000 under $75,000",1150
11788,"$75,000 under $100,000",915
11788,"$100,000 under $200,000",1926
11788,"$200,000 or more",609
,,
11789,,"3,682"
11789,"$1 under $25,000",1103
11789,"$25,000 under $50,000",734
11789,"$50,000 under $75,000",580
11789,"$75,000 under $100,000",464
11789,"$100,000 under $200,000",725
11789,"$200,000 or more",76
,,
11790,,"7,080"
11790,"$1 under $25,000",2247
11790,"$25,000 under $50,000",944
11790,"$50,000 under $75,000",744
11790,"$75,000 under $100,000",686
11790,"$100,000 under $200,000",1731
11790,"$200,000 or more",728
,,
11791,,"11,935"
11791,"$1 under $25,000",3208
11791,"$25,000 under $50,000",1434
11791,"$50,000 under $75,000",1317
11791,"$75,000 under $100,000",1020
11791,"$100,000 under $200,000",2683
11791,"$200,000 or more",2273
,,
11792,,"4,122"
11792,"$1 under $25,000",1160
11792,"$25,000 under $50,000",616
11792,"$50,000 under $75,000",491
11792,"$75,000 under $100,000",441
11792,"$100,000 under $200,000",1065
11792,"$200,000 or more",349
,,
11793,,"16,191"
11793,"$1 under $25,000",4451
11793,"$25,000 under $50,000",2467
11793,"$50,000 under $75,000",2069
11793,"$75,000 under $100,000",1812
11793,"$100,000 under $200,000",4190
11793,"$200,000 or more",1202
,,
11795,,"12,752"
11795,"$1 under $25,000",3744
11795,"$25,000 under $50,000",2163
11795,"$50,000 under $75,000",1649
11795,"$75,000 under $100,000",1409
11795,"$100,000 under $200,000",2921
11795,"$200,000 or more",866
,,
11796,,"1,794"
11796,"$1 under $25,000",541
11796,"$25,000 under $50,000",289
11796,"$50,000 under $75,000",231
11796,"$75,000 under $100,000",209
11796,"$100,000 under $200,000",448
11796,"$200,000 or more",76
,,
11797,,"4,493"
11797,"$1 under $25,000",1269
11797,"$25,000 under $50,000",584
11797,"$50,000 under $75,000",414
11797,"$75,000 under $100,000",313
11797,"$100,000 under $200,000",802
11797,"$200,000 or more",1111
,,
11798,,"7,829"
11798,"$1 under $25,000",3474
11798,"$25,000 under $50,000",2389
11798,"$50,000 under $75,000",932
11798,"$75,000 under $100,000",465
11798,"$100,000 under $200,000",498
11798,"$200,000 or more",71
,,
11801,,"20,806"
11801,"$1 under $25,000",7031
11801,"$25,000 under $50,000",4363
11801,"$50,000 under $75,000",3051
11801,"$75,000 under $100,000",2324
11801,"$100,000 under $200,000",3479
11801,"$200,000 or more",558
,,
11803,,"14,105"
11803,"$1 under $25,000",3664
11803,"$25,000 under $50,000",1962
11803,"$50,000 under $75,000",1661
11803,"$75,000 under $100,000",1387
11803,"$100,000 under $200,000",3614
11803,"$200,000 or more",1817
,,
11804,,"2,492"
11804,"$1 under $25,000",672
11804,"$25,000 under $50,000",323
11804,"$50,000 under $75,000",291
11804,"$75,000 under $100,000",255
11804,"$100,000 under $200,000",614
11804,"$200,000 or more",337
,,
11901,,"11,745"
11901,"$1 under $25,000",4982
11901,"$25,000 under $50,000",3068
11901,"$50,000 under $75,000",1491
11901,"$75,000 under $100,000",901
11901,"$100,000 under $200,000",1110
11901,"$200,000 or more",193
,,
11933,,"3,357"
11933,"$1 under $25,000",1116
11933,"$25,000 under $50,000",693
11933,"$50,000 under $75,000",476
11933,"$75,000 under $100,000",377
11933,"$100,000 under $200,000",576
11933,"$200,000 or more",119
,,
11934,,"3,786"
11934,"$1 under $25,000",1153
11934,"$25,000 under $50,000",648
11934,"$50,000 under $75,000",502
11934,"$75,000 under $100,000",469
11934,"$100,000 under $200,000",821
11934,"$200,000 or more",193
,,
11935,,"1,838"
11935,"$1 under $25,000",599
11935,"$25,000 under $50,000",329
11935,"$50,000 under $75,000",213
11935,"$75,000 under $100,000",197
11935,"$100,000 under $200,000",354
11935,"$200,000 or more",146
,,
11937,,"8,494"
11937,"$1 under $25,000",3113
11937,"$25,000 under $50,000",1800
11937,"$50,000 under $75,000",1042
11937,"$75,000 under $100,000",706
11937,"$100,000 under $200,000",1126
11937,"$200,000 or more",707
,,
11939,,535
11939,"$1 under $25,000",184
11939,"$25,000 under $50,000",101
11939,"$50,000 under $75,000",79
11939,"$75,000 under $100,000",64
11939,"$100,000 under $200,000",74
11939,"$200,000 or more",33
,,
11940,,"2,644"
11940,"$1 under $25,000",839
11940,"$25,000 under $50,000",441
11940,"$50,000 under $75,000",349
11940,"$75,000 under $100,000",312
11940,"$100,000 under $200,000",537
11940,"$200,000 or more",166
,,
11941,,"1,296"
11941,"$1 under $25,000",417
11941,"$25,000 under $50,000",217
11941,"$50,000 under $75,000",157
11941,"$75,000 under $100,000",139
11941,"$100,000 under $200,000",278
11941,"$200,000 or more",88
,,
11942,,"2,489"
11942,"$1 under $25,000",823
11942,"$25,000 under $50,000",481
11942,"$50,000 under $75,000",324
11942,"$75,000 under $100,000",253
11942,"$100,000 under $200,000",445
11942,"$200,000 or more",163
,,
11944,,"2,298"
11944,"$1 under $25,000",898
11944,"$25,000 under $50,000",565
11944,"$50,000 under $75,000",286
11944,"$75,000 under $100,000",193
11944,"$100,000 under $200,000",278
11944,"$200,000 or more",78
,,
11946,,"7,019"
11946,"$1 under $25,000",2721
11946,"$25,000 under $50,000",1603
11946,"$50,000 under $75,000",960
11946,"$75,000 under $100,000",639
11946,"$100,000 under $200,000",866
11946,"$200,000 or more",230
,,
11948,,642
11948,"$1 under $25,000",226
11948,"$25,000 under $50,000",118
11948,"$50,000 under $75,000",71
11948,"$75,000 under $100,000",63
11948,"$100,000 under $200,000",121
11948,"$200,000 or more",43
,,
11949,,"6,638"
11949,"$1 under $25,000",2081
11949,"$25,000 under $50,000",1063
11949,"$50,000 under $75,000",859
11949,"$75,000 under $100,000",719
11949,"$100,000 under $200,000",1524
11949,"$200,000 or more",392
,,
11950,,"7,327"
11950,"$1 under $25,000",2970
11950,"$25,000 under $50,000",1735
11950,"$50,000 under $75,000",1046
11950,"$75,000 under $100,000",789
11950,"$100,000 under $200,000",757
11950,"$200,000 or more",30
,,
11951,,"6,137"
11951,"$1 under $25,000",2407
11951,"$25,000 under $50,000",1531
11951,"$50,000 under $75,000",911
11951,"$75,000 under $100,000",631
11951,"$100,000 under $200,000",627
11951,"$200,000 or more",30
,,
11952,,"2,572"
11952,"$1 under $25,000",825
11952,"$25,000 under $50,000",471
11952,"$50,000 under $75,000",366
11952,"$75,000 under $100,000",272
11952,"$100,000 under $200,000",471
11952,"$200,000 or more",167
,,
11953,,"6,462"
11953,"$1 under $25,000",2013
11953,"$25,000 under $50,000",1430
11953,"$50,000 under $75,000",1179
11953,"$75,000 under $100,000",796
11953,"$100,000 under $200,000",931
11953,"$200,000 or more",113
,,
11954,,"2,652"
11954,"$1 under $25,000",1053
11954,"$25,000 under $50,000",666
11954,"$50,000 under $75,000",320
11954,"$75,000 under $100,000",203
11954,"$100,000 under $200,000",284
11954,"$200,000 or more",126
,,
11955,,"1,697"
11955,"$1 under $25,000",536
11955,"$25,000 under $50,000",424
11955,"$50,000 under $75,000",273
11955,"$75,000 under $100,000",182
11955,"$100,000 under $200,000",244
11955,"$200,000 or more",38
,,
11957,,485
11957,"$1 under $25,000",152
11957,"$25,000 under $50,000",90
11957,"$50,000 under $75,000",73
11957,"$75,000 under $100,000",38
11957,"$100,000 under $200,000",79
11957,"$200,000 or more",53
,,
11958,,496
11958,"$1 under $25,000",165
11958,"$25,000 under $50,000",122
11958,"$50,000 under $75,000",58
11958,"$75,000 under $100,000",51
11958,"$100,000 under $200,000",73
11958,"$200,000 or more",27
,,
11961,,"6,612"
11961,"$1 under $25,000",2316
11961,"$25,000 under $50,000",1463
11961,"$50,000 under $75,000",1042
11961,"$75,000 under $100,000",730
11961,"$100,000 under $200,000",945
11961,"$200,000 or more",116
,,
11963,,"4,056"
11963,"$1 under $25,000",1385
11963,"$25,000 under $50,000",804
11963,"$50,000 under $75,000",555
11963,"$75,000 under $100,000",358
11963,"$100,000 under $200,000",582
11963,"$200,000 or more",372
,,
11967,,"12,340"
11967,"$1 under $25,000",4556
11967,"$25,000 under $50,000",2880
11967,"$50,000 under $75,000",1894
11967,"$75,000 under $100,000",1313
11967,"$100,000 under $200,000",1595
11967,"$200,000 or more",102
,,
11968,,"5,095"
11968,"$1 under $25,000",1820
11968,"$25,000 under $50,000",1041
11968,"$50,000 under $75,000",619
11968,"$75,000 under $100,000",425
11968,"$100,000 under $200,000",734
11968,"$200,000 or more",456
,,
11971,,"3,106"
11971,"$1 under $25,000",988
11971,"$25,000 under $50,000",581
11971,"$50,000 under $75,000",431
11971,"$75,000 under $100,000",335
11971,"$100,000 under $200,000",586
11971,"$200,000 or more",185
,,
11976,,"1,170"
11976,"$1 under $25,000",346
11976,"$25,000 under $50,000",219
11976,"$50,000 under $75,000",146
11976,"$75,000 under $100,000",85
11976,"$100,000 under $200,000",194
11976,"$200,000 or more",180
,,
11977,,"1,250"
11977,"$1 under $25,000",415
11977,"$25,000 under $50,000",223
11977,"$50,000 under $75,000",132
11977,"$75,000 under $100,000",114
11977,"$100,000 under $200,000",249
11977,"$200,000 or more",117
,,
11978,,"1,837"
11978,"$1 under $25,000",605
11978,"$25,000 under $50,000",420
11978,"$50,000 under $75,000",217
11978,"$75,000 under $100,000",157
11978,"$100,000 under $200,000",283
11978,"$200,000 or more",155
,,
11980,,"2,175"
11980,"$1 under $25,000",587
11980,"$25,000 under $50,000",425
11980,"$50,000 under $75,000",387
11980,"$75,000 under $100,000",294
11980,"$100,000 under $200,000",416
11980,"$200,000 or more",66
,,
12007,,101
12007,"$1 under $25,000",30
12007,"$25,000 under $50,000",24
12007,"$50,000 under $75,000",47
12007,"$75,000 under $100,000",**
12007,"$100,000 under $200,000",**
12007,"$200,000 or more",**
,,
12008,,224
12008,"$1 under $25,000",54
12008,"$25,000 under $50,000",48
12008,"$50,000 under $75,000",40
12008,"$75,000 under $100,000",30
12008,"$100,000 under $200,000",52
12008,"$200,000 or more",**
,,
12009,,"3,544"
12009,"$1 under $25,000",1088
12009,"$25,000 under $50,000",708
12009,"$50,000 under $75,000",544
12009,"$75,000 under $100,000",441
12009,"$100,000 under $200,000",622
12009,"$200,000 or more",141
,,
12010,,"13,125"
12010,"$1 under $25,000",5751
12010,"$25,000 under $50,000",3387
12010,"$50,000 under $75,000",1780
12010,"$75,000 under $100,000",1068
12010,"$100,000 under $200,000",1040
12010,"$200,000 or more",99
,,
12015,,"1,638"
12015,"$1 under $25,000",570
12015,"$25,000 under $50,000",333
12015,"$50,000 under $75,000",267
12015,"$75,000 under $100,000",191
12015,"$100,000 under $200,000",239
12015,"$200,000 or more",38
,,
12017,,179
12017,"$1 under $25,000",59
12017,"$25,000 under $50,000",43
12017,"$50,000 under $75,000",26
12017,"$75,000 under $100,000",51
12017,"$100,000 under $200,000",**
12017,"$200,000 or more",**
,,
12018,,"3,716"
12018,"$1 under $25,000",1071
12018,"$25,000 under $50,000",776
12018,"$50,000 under $75,000",635
12018,"$75,000 under $100,000",450
12018,"$100,000 under $200,000",672
12018,"$200,000 or more",112
,,
12019,,"7,496"
12019,"$1 under $25,000",2022
12019,"$25,000 under $50,000",1315
12019,"$50,000 under $75,000",1144
12019,"$75,000 under $100,000",981
12019,"$100,000 under $200,000",1676
12019,"$200,000 or more",358
,,
12020,,"15,517"
12020,"$1 under $25,000",5151
12020,"$25,000 under $50,000",3390
12020,"$50,000 under $75,000",2345
12020,"$75,000 under $100,000",1851
12020,"$100,000 under $200,000",2466
12020,"$200,000 or more",314
,,
12022,,425
12022,"$1 under $25,000",166
12022,"$25,000 under $50,000",114
12022,"$50,000 under $75,000",74
12022,"$75,000 under $100,000",37
12022,"$100,000 under $200,000",34
12022,"$200,000 or more",**
,,
12023,,986
12023,"$1 under $25,000",318
12023,"$25,000 under $50,000",243
12023,"$50,000 under $75,000",160
12023,"$75,000 under $100,000",122
12023,"$100,000 under $200,000",143
12023,"$200,000 or more",**
,,
12025,,"2,718"
12025,"$1 under $25,000",1036
12025,"$25,000 under $50,000",681
12025,"$50,000 under $75,000",423
12025,"$75,000 under $100,000",281
12025,"$100,000 under $200,000",268
12025,"$200,000 or more",29
,,
12027,,"2,025"
12027,"$1 under $25,000",589
12027,"$25,000 under $50,000",337
12027,"$50,000 under $75,000",284
12027,"$75,000 under $100,000",267
12027,"$100,000 under $200,000",472
12027,"$200,000 or more",76
,,
12028,,607
12028,"$1 under $25,000",233
12028,"$25,000 under $50,000",148
12028,"$50,000 under $75,000",100
12028,"$75,000 under $100,000",64
12028,"$100,000 under $200,000",62
12028,"$200,000 or more",**
,,
12029,,500
12029,"$1 under $25,000",171
12029,"$25,000 under $50,000",100
12029,"$50,000 under $75,000",75
12029,"$75,000 under $100,000",62
12029,"$100,000 under $200,000",71
12029,"$200,000 or more",21
,,
12031,,113
12031,"$1 under $25,000",51
12031,"$25,000 under $50,000",62
12031,"$50,000 under $75,000",**
12031,"$75,000 under $100,000",**
12031,"$100,000 under $200,000",**
12031,"$200,000 or more",**
,,
12032,,503
12032,"$1 under $25,000",201
12032,"$25,000 under $50,000",126
12032,"$50,000 under $75,000",82
12032,"$75,000 under $100,000",53
12032,"$100,000 under $200,000",41
12032,"$200,000 or more",**
,,
12033,,"3,968"
12033,"$1 under $25,000",1249
12033,"$25,000 under $50,000",835
12033,"$50,000 under $75,000",618
12033,"$75,000 under $100,000",441
12033,"$100,000 under $200,000",721
12033,"$200,000 or more",104
,,
12035,,417
12035,"$1 under $25,000",168
12035,"$25,000 under $50,000",114
12035,"$50,000 under $75,000",65
12035,"$75,000 under $100,000",42
12035,"$100,000 under $200,000",28
12035,"$200,000 or more",**
,,
12036,,110
12036,"$1 under $25,000",52
12036,"$25,000 under $50,000",58
12036,"$50,000 under $75,000",**
12036,"$75,000 under $100,000",**
12036,"$100,000 under $200,000",**
12036,"$200,000 or more",**
,,
12037,,"1,807"
12037,"$1 under $25,000",705
12037,"$25,000 under $50,000",458
12037,"$50,000 under $75,000",278
12037,"$75,000 under $100,000",163
12037,"$100,000 under $200,000",154
12037,"$200,000 or more",49
,,
12041,,289
12041,"$1 under $25,000",92
12041,"$25,000 under $50,000",70
12041,"$50,000 under $75,000",56
12041,"$75,000 under $100,000",28
12041,"$100,000 under $200,000",43
12041,"$200,000 or more",**
,,
12042,,246
12042,"$1 under $25,000",93
12042,"$25,000 under $50,000",53
12042,"$50,000 under $75,000",48
12042,"$75,000 under $100,000",27
